CTG	10.442400	-75.513000
CTS	42.775200	141.692001
CTU	30.578501	103.946999
CUN	21.036501	-86.877098
CUZ	-13.535700	-71.938797
DAC	23.843347	90.397783
DAD	16.043900	108.198997
DAR	-6.878110	39.202599
DBV	42.561401	18.268200
DCA	38.852100	-77.037697
DEL	28.566500	77.103104
DEN	39.861698	-104.672997
DFW	32.896801	-97.038002
DJE	33.875000	10.775500
DKR	14.739700	-17.490200
DLM	36.713100	28.792500
DME	55.408798	37.906300
DMK	13.912600	100.607002
DMM	26.471201	49.797901
DOH	25.273056	51.608056
DPS	-8.748170	115.167000
DRW	-12.414700	130.876999
DTW	42.212399	-83.353401
DUB	53.421299	-6.270070
DUR	-29.614444	31.119722
DUS	51.289501	6.766780
DVO	7.125520	125.646004
DXB	25.252800	55.364399
DYU	38.543301	68.824997
EBB	0.042386	32.443501
EBL	36.237598	43.963200
EDI	55.950001	-3.372500
EIN	51.450100	5.374530
ESB	40.128101	32.995098
ETH	29.561300	34.960098
EVN	40.147301	44.395901
EWR	40.692501	-74.168701
EZE	-34.822200	-58.535800
FAO	37.014400	-7.965910
FCO	41.800278	12.238889
FEZ	33.927299	-4.977960
FLL	26.072599	-80.152702
FLR	43.810001	11.205100
FMO	52.134602	7.684830
FNC	32.697899	-16.774500
FOR	-3.776280	-38.532600
FRA	50.033333	8.570556
FRU	43.061298	74.477600
FUE	28.452700	-13.863800
FUK	33.585899	130.451004
GDL	20.521799	-103.310997
GDN	54.377602	18.466200
GEO	6.498550	-58.254101
GIG	-22.809999	-43.250557
GLA	55.871899	-4.433060
GMP	37.558300	126.791000
GOA	44.413300	8.837500
GOI	15.380800	73.831398
GOT	57.662800	12.279800
GRU	-23.435556	-46.473057
GRZ	46.991100	15.439600
GUA	14.583300	-90.527496
GUM	13.483400	144.796005
GVA	46.238098	6.108950
GYD	40.467499	50.046700
GYE	-2.157420	-79.883598
GZT	36.947201	37.478699
HAJ	52.461102	9.685080
HAK	19.934900	110.459000
HAM	53.630402	9.988230
HAN	21.221201	105.806999
HAV	22.989201	-82.409103
HBE	30.917700	29.696400
HEL	60.317200	24.963301
HER	35.339699	25.180300
HFA	32.809399	35.043098
HGH	30.229500	120.433998
HHN	49.948700	7.263890
HIR	-9.428000	160.054993
HKG	22.308901	113.915001
HKT	8.113200	98.316902
HND	35.552299	139.779999
HNL	21.320620	-157.924228
HOU	29.645399	-95.278900
HRG	27.178301	33.799400
HYD	17.231318	78.429855
IAD	38.944500	-77.455803
IAH	29.984400	-95.341400
IAS	47.178501	27.620600
IBZ	38.872898	1.373120
ICN	37.469101	126.450996
IKA	35.416100	51.152199
IKT	52.268002	104.389000
IND	39.717300	-86.294403
INI	43.337299	21.853701
INN	47.260201	11.344000
ISB	33.560713	72.851613
IST	41.275278	28.751944
ITM	34.785500	135.438004
JED	21.679600	39.156502
JFK	40.639801	-73.778900
JMK	37.435101	25.348101
JNB	-26.139200	28.246000
JRO	-3.429410	37.074501
JSI	39.177101	23.503700
JTR	36.399200	25.479300
KBL	34.565899	69.212303
KBP	50.345001	30.894699
KBV	8.099120	98.986198
KEF	63.985001	-22.605600
KGL	-1.968630	30.139500
KGS	36.793301	27.091700
KHH	22.577101	120.349998
KHI	24.906500	67.160797
KHV	48.528000	135.188004
KIN	17.935699	-76.787498
KIV	46.927700	28.931000
KIX	34.427299	135.244003
KJA	56.172901	92.493301
KMG	25.101944	102.929167
KRK	50.077702	19.784800
KRR	45.034698	39.170502
KTM	27.696600	85.359100
KTW	50.474300	19.080000
KUL	2.745580	101.709999
KWI	29.226601	47.968899
KZN	55.606201	49.278702
LAS	36.080101	-115.152000
LAX	33.942501	-118.407997
LCA	34.875099	33.624901
LCY	51.505299	0.055278
LED	59.800301	30.262501
LGA	40.777199	-73.872597
LGK	6.329730	99.728699
LGW	51.148102	-0.190278
LHE	31.521601	74.403603
LHR	51.470600	-0.461941
LIM	-12.021900	-77.114305
LIN	45.445099	9.276740
LIS	38.781300	-9.135920
LJU	46.223701	14.457600
LON	51.470600	-0.461941
LOS	6.577370	3.321160
LPA	27.931900	-15.386600
LPB	-16.513300	-68.192299
LPL	53.333599	-2.849720
LTN	51.874699	-0.368333
LWO	49.812500	23.956100
LXR	25.671000	32.706600
LYS	45.725556	5.081111
MAA	12.990005	80.169296
MAD	40.471926	-3.562640
MAN	53.353699	-2.274950
MAO	-3.038610	-60.049702
MBA	-4.034830	39.594200
MBJ	18.503700	-77.913399
MCI	39.297600	-94.713898
MCO	28.429399	-81.308998
MCT	23.593300	58.284401
MDE	6.164540	-75.423100
MDV	4.191850	73.529000
MDW	41.785999	-87.752403
MED	24.553400	39.705101
MEL	-37.673302	144.843002
MEX	19.436300	-99.072098
MFM	22.149599	113.592003
MGA	12.141500	-86.168198
MHD	36.235199	59.640999
MHH	26.511400	-77.083503
MIA	25.793200	-80.290604
MIL	45.630600	8.728110
MIR	35.758099	10.754700
MKE	42.947201	-87.896599
MLA	35.857498	14.477500
MNL	14.508600	121.019997
MOW	55.972599	37.414600
MRS	43.439272	5.221424
MRU	-20.430201	57.683601
MRV	44.225101	43.081902
MSP	44.882000	-93.221802
MSQ	53.882500	28.030701
MSY	29.993401	-90.258003
MTY	25.778500	-100.107002
MUC	48.353802	11.786100
MVD	-34.838402	-56.030800
MXP	45.630600	8.728110
NAN	-17.755400	177.442993
NAP	40.886002	14.290800
NAS	25.039000	-77.466202
NBO	-1.319240	36.927799
NCE	43.658401	7.215870
NCL	55.037498	-1.691670
NGO	34.858398	136.804993
NOU	-22.014601	166.212997
NRT	35.764702	140.386002
NTE	47.153198	-1.610730
NUE	49.498699	11.078056
NYC	40.639801	-73.778900
NYO	58.788601	16.912201
OAK	37.721298	-122.221001
ODS	46.426800	30.676500
OKA	26.195801	127.646004
OOL	-28.164400	153.505005
OPO	41.248100	-8.681390
ORD	41.978600	-87.904800
ORK	51.841301	-8.491110
ORY	48.723333	2.379444
OSL	60.121000	11.050200
OTP	44.571111	26.085000
OUL	64.930099	25.354601
OVB	55.012600	82.650703
PAR	49.012798	2.550000
PDL	37.741199	-25.697901
PDX	45.588699	-122.598000
PEK	40.080101	116.584999
PEN	5.297140	100.277000
PER	-31.940300	115.967003
PFO	34.717999	32.485699
PHL	39.871899	-75.241096
PHX	33.434299	-112.012001
PIT	40.491501	-80.232903
PKX	39.509945	116.410920
PMI	39.551701	2.738810
PMO	38.175999	13.091000
PNH	11.546600	104.844002
POA	-29.994400	-51.171398
PPT	-17.553699	-149.606995
PRG	50.100800	14.260000
PRN	42.572800	21.035801
PSA	43.683899	10.392700
PTY	9.071360	-79.383499
PUJ	18.567400	-68.363403
PUS	35.179501	128.938004
PVG	31.143400	121.805000
PVR	20.680099	-105.253998
RAK	31.606899	-8.036300
RDU	35.877602	-78.787498
REC	-8.126490	-34.923599
REP	13.410700	103.813004
RGN	16.907301	96.133202
RHO	36.405399	28.086201
RIX	56.923599	23.971100
RMF	25.557100	34.583698
ROM	41.800278	12.238889
ROV	47.493888	39.924722
RTM	51.956902	4.437220
RUH	24.957600	46.698799
SAN	32.733601	-117.190002
SAW	40.898602	29.309200
SCL	-33.393002	-70.785797
SDQ	18.429701	-69.668900
SDU	-22.910500	-43.163101
SDV	32.114700	34.782200
SEA	47.449001	-122.308998
SEL	37.469101	126.450996
SFO	37.618999	-122.375000
SGN	10.818800	106.652000
SHA	31.197901	121.335999
SHJ	25.328600	55.517200
SIN	1.350190	103.994003
SJC	37.362598	-121.929001
SJD	23.151800	-109.721001
SJJ	43.824600	18.331499
SJO	9.993860	-84.208801
SJU	18.439400	-66.001801
SKG	40.519699	22.970900
SKP	41.961601	21.621401
SLC	40.788399	-111.977997
SNN	52.702000	-8.924820
SOF	42.696693	23.411436
SPU	43.538898	16.298000
SSA	-12.908611	-38.322498
SSH	27.977301	34.395000
STL	38.748697	-90.370003
STN	51.884998	0.235000
STO	59.651901	17.918600
STR	48.689899	9.221960
SUB	-7.379830	112.787003
SUV	-18.043301	178.559006
SVO	55.972599	37.414600
SVQ	37.417999	-5.893110
SVX	56.743099	60.802700
SXB	48.538300	7.628230
SXM	18.041000	-63.108898
SYD	-33.946098	151.177002
SZG	47.793301	13.004300
SZX	22.639299	113.810997
TAS	41.257900	69.281197
TBS	41.669201	44.954700
TFS	28.044500	-16.572500
TGD	42.359402	19.251900
TIA	41.414700	19.720600
TLL	59.413300	24.832800
TLS	43.629101	1.363820
TLV	32.011398	34.886700
TMP	61.414101	23.604401
TNR	-18.796900	47.478802
TPA	27.975500	-82.533203
TPE	25.077700	121.233002
TRF	59.186699	10.258600
TRI	36.475201	-82.407401
TRS	45.827499	13.472200
TSE	51.022202	71.466904
TSF	45.648399	12.194400
TSR	45.809898	21.337900
TUN	36.851002	10.227200
TYO	35.764702	140.386002
TZX	40.995098	39.789700
UFA	54.557499	55.874401
UIO	-0.129167	-78.357500
URC	43.907101	87.474197
USM	9.547790	100.061996
VAR	43.232101	27.825100
VCE	45.505299	12.351900
VDA	29.940300	34.935799
VIE	48.110298	16.569700
VKO	55.591499	37.261501
VLC	39.489300	-0.481625
VNO	54.634102	25.285801
VTE	17.988300	102.563004
VVI	-17.644800	-63.135399
VVO	43.398998	132.147995
WAS	38.944500	-77.455803
WAW	52.165699	20.967100
WLG	-41.327202	174.804993
WRO	51.102699	16.885799
WUH	30.783800	114.208000
XIY	34.447102	108.751999
YEG	53.309700	-113.580002
YHZ	44.880798	-63.508598
YOW	45.322498	-75.669197
YQB	46.791100	-71.393303
YUL	45.470600	-73.740799
YVR	49.193901	-123.183998
YWG	49.910000	-97.239899
YYC	51.113899	-114.019997
YYZ	43.677200	-79.630600
ZAD	44.108299	15.346700
ZAG	45.742901	16.068800
ZNZ	-6.222020	39.224899
ZQN	-45.021099	168.738998
ZRH	47.464699	8.549170
ZTH	37.750900	20.884300
